Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5358749,S37 mutants of beta-catenin aren't phosphorylated,7,16,0.001322314,0.874502614,0.996863647,1,1,1.03E-04,48887,Homo sapiens,APC2;GSK3B;FAM123B;PPP2R1B;PPP2R5B;CTNNB1;PPP2R5C,,R-HSA-4839635
R-HSA-4570464,SUMOylation of RNA binding proteins,25,49,0.004049587,0.87629514,0.996863647,4,4,4.13E-04,48887,Homo sapiens,PHC2;POM121;PHC1;UBE2I;SEH1L;CBX4;NUP133;NUP210;NUP188;CBX2;PCGF2;BMI1;PHC3;TMEM48;POM121C;NUP62;SCMH1;NUP88;NUP43;NUP98;NUPL1;BAP1,,R-HSA-4570499;R-HSA-4570467;R-HSA-4570493;R-HSA-4570489
R-HSA-997269,Inhibition of adenylate cyclase pathway,8,18,0.001487603,0.877115084,0.996863647,5,5,5.16E-04,48887,Homo sapiens,GNAL;ADCY9;GNAI3;ADCY3;ADCY2;ADCY1;ADCY6,,R-HSA-170674;R-HSA-170666;R-HSA-392206;R-HSA-170686;R-HSA-170671
R-HSA-399956,CRMPs in Sema3A signaling,8,18,0.001487603,0.877115084,0.996863647,5,5,5.16E-04,48887,Homo sapiens,NRP1;GSK3B;DPYSL5;PLXNA2;PLXNA1;CRMP1;PLXNA4;CDK5R1,,R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-399931;R-HSA-399944
R-HSA-170670,Adenylate cyclase inhibitory pathway,8,18,0.001487603,0.877115084,0.996863647,5,5,5.16E-04,48887,Homo sapiens,GNAL;ADCY9;GNAI3;ADCY3;ADCY2;ADCY1;ADCY6,,R-HSA-170674;R-HSA-170666;R-HSA-392206;R-HSA-170686;R-HSA-170671
R-HSA-435354,Zinc transporters,8,18,0.001487603,0.877115084,0.996863647,8,13,0.001341174,48887,Homo sapiens,SLC30A2;SLC39A10;SLC39A5;SLC39A7;SLC39A2;SLC39A14;SLC39A3,,R-HSA-442422;R-HSA-442405;R-HSA-442387;R-HSA-435375;R-HSA-437084;R-HSA-442317;R-HSA-442393;R-HSA-442345
R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,8,18,0.001487603,0.877115084,0.996863647,8,15,0.001547509,48887,Homo sapiens,YY1;TFAP2B;KIT;ESR1;PVR;VEGFA,,R-HSA-8864453;R-HSA-8864690;R-HSA-8864466;R-HSA-8864737;R-HSA-8864381;R-HSA-8864395;R-HSA-8864698;R-HSA-8864936
R-HSA-444821,Relaxin receptors,3,8,6.61E-04,0.878432949,0.996863647,4,4,4.13E-04,48887,Homo sapiens,RLN3;RXFP1;RXFP2,,R-HSA-444838;R-HSA-444848;R-HSA-444879;R-HSA-444859
R-HSA-448424,Interleukin-17 signaling,3,8,6.61E-04,0.878432949,0.996863647,3,3,3.10E-04,48887,Homo sapiens,IL25;IL17RE;IL17RA,,R-HSA-447219;R-HSA-5678544;R-HSA-447246
R-HSA-5653890,Lactose synthesis,3,8,6.61E-04,0.878432949,0.996863647,3,3,3.10E-04,48887,Homo sapiens,B4GALT1;SLC2A1;LALBA,,R-HSA-5653878;R-HSA-5653873;R-HSA-5653886
R-HSA-8849470,PTK6 Regulates Cell Cycle,3,8,6.61E-04,0.878432949,0.996863647,2,2,2.06E-04,48887,Homo sapiens,CCND1;CDK4;PTK6,,R-HSA-8848436;R-HSA-8848414
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,3,8,6.61E-04,0.878432949,0.996863647,4,17,0.001753843,48887,Homo sapiens,SMUG1;MBD4;OGG1,,R-HSA-110164;R-HSA-110171;R-HSA-110172;R-HSA-110236
R-HSA-5099900,WNT5A-dependent internalization of FZD4,9,20,0.001652893,0.880168948,0.996863647,5,5,5.16E-04,48887,Homo sapiens,FZD4;PRKCB;CLTC;WNT5A;DVL2;PRKCA;AP2A1;ARRB2;AP2A2,,R-HSA-5138459;R-HSA-5099899;R-HSA-5138441;R-HSA-5138432;R-HSA-5138433
R-HSA-442729,CREB phosphorylation through the activation of CaMKII,9,20,0.001652893,0.880168948,0.996863647,4,4,4.13E-04,48887,Homo sapiens,CAMK2B;GRIN2A;CREB1;AKAP9;CAMK2A;CALM3;CALM1;GRIN2C;CAMK2G;GRIN1,,R-HSA-445367;R-HSA-442725;R-HSA-443475;R-HSA-444792
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),10,22,0.001818182,0.883481483,0.996863647,13,13,0.001341174,48887,Homo sapiens,IGFBP5;IGFBP4;MMP2;PAPPA;IGFBP2;IGF2;KLK2;IGF1;PAPPA2,,R-HSA-381412;R-HSA-381543;R-HSA-381446;R-HSA-381537;R-HSA-381487;R-HSA-381518;R-HSA-381545;R-HSA-381461;R-HSA-381500;R-HSA-381503;R-HSA-381496;R-HSA-381435;R-HSA-381466
R-HSA-5205685,Pink/Parkin Mediated Mitophagy,10,22,0.001818182,0.883481483,0.996863647,8,8,8.25E-04,48887,Homo sapiens,PINK1;TOMM40;MFN1;TOMM7;VDAC1;UBA52;TOMM20;PARK2;TOMM40L;ATG12;TOMM22,,R-HSA-5205663;R-HSA-5205661;R-HSA-5205673;R-HSA-5205672;R-HSA-5205652;R-HSA-5205682;R-HSA-5205649;R-HSA-5205681
R-HSA-5205647,Mitophagy,10,22,0.001818182,0.883481483,0.996863647,8,8,8.25E-04,48887,Homo sapiens,PINK1;TOMM40;MFN1;TOMM7;VDAC1;UBA52;TOMM20;PARK2;TOMM40L;ATG12;TOMM22,,R-HSA-5205663;R-HSA-5205661;R-HSA-5205673;R-HSA-5205672;R-HSA-5205652;R-HSA-5205682;R-HSA-5205649;R-HSA-5205681
R-HSA-4641263,Regulation of FZD by ubiquitination,10,22,0.001818182,0.883481483,0.996863647,6,6,6.19E-04,48887,Homo sapiens,USP8;ZNRF3;FZD5;FZD4;WNT3A;FZD6;RSPO3;RSPO1;UBA52;RSPO4,,R-HSA-4641206;R-HSA-4641236;R-HSA-4641205;R-HSA-4641253;R-HSA-4641249;R-HSA-4641246
R-HSA-442982,Ras activation uopn Ca2+ infux through NMDA receptor,10,22,0.001818182,0.883481483,0.996863647,2,2,2.06E-04,48887,Homo sapiens,CAMK2B;GRIN2A;RASGRF2;AKAP9;CAMK2A;RASGRF1;CALM3;CALM1;GRIN2C;CAMK2G;GRIN1,,R-HSA-442732;R-HSA-442760
R-HSA-418990,Adherens junctions interactions,17,35,0.002892562,0.884612594,0.996863647,15,16,0.001650676,48887,Homo sapiens,CADM1;CADM2;CTNND1;PVR;MLLT4;CDH8;CDH6;CDH4;CDH3;CTNNB1;CDH15;PVRL4;PVRL3;PVRL2;PVRL1,,R-HSA-420582;R-HSA-420580;R-HSA-419011;R-HSA-433711;R-HSA-420591;R-HSA-420586;R-HSA-420584;R-HSA-420598;R-HSA-420595;R-HSA-420592;R-HSA-420593;R-HSA-433725;R-HSA-419002;R-HSA-419003;R-HSA-419001
R-HSA-912631,Regulation of signaling by CBL,11,24,0.001983471,0.886933989,0.996863647,7,7,7.22E-04,48887,Homo sapiens,LYN;SYK;PIK3CA;PIK3R3;PIK3CD;GRB2;PIK3R2;CBL;UBA52;CRK;CRKL,,R-HSA-879917;R-HSA-912734;R-HSA-912629;R-HSA-912724;R-HSA-912727;R-HSA-912790;R-HSA-912627
R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,11,24,0.001983471,0.886933989,0.996863647,3,3,3.10E-04,48887,Homo sapiens,MAPK9;IRAK1;TRAF6;TAB3;TAB2;VHL;TAB1;IKBKG;MAP2K7;UBA52;MAP3K7,,R-HSA-168162;R-HSA-450337;R-HSA-450348
R-HSA-210991,Basigin interactions,12,26,0.00214876,0.890447545,0.996863647,8,10,0.001031672,48887,Homo sapiens,PPIL2;ITGA3;CAV1;SLC7A11;L1CAM;LAT2;SPN;SLC7A6;MAG;SLC7A8;PPIF;ITGA6;SLC16A3;PPIA,,R-HSA-204434;R-HSA-204465;R-HSA-204485;R-HSA-204549;R-HSA-204500;R-HSA-375133;R-HSA-204392;R-HSA-375131
R-HSA-5620920,Cargo trafficking to the periciliary membrane,28,55,0.004545455,0.89053144,0.996863647,27,27,0.002785515,48887,Homo sapiens,UNC119B;ARL3;ASAP1;PKD2;PKD1;ARL13B;INPP5E;RHO;CNGA2;BBS9;CNGA4;RAB11FIP3;BBS5;RAB8A;BBS4;BBS2;BBS1;EXOC7;RAB3IP;GBF1;BBIP1;BBS10;SMO;EXOC4;EXOC3;EXOC6;EXOC5;CNGB1,,R-HSA-5623508;R-HSA-5617815;R-HSA-5623519;R-HSA-5623513;R-HSA-5624133;R-HSA-5624132;R-HSA-5624129;R-HSA-5638016;R-HSA-5624131;R-HSA-5624130;R-HSA-5638006;R-HSA-5638007;R-HSA-5638004;R-HSA-5620918;R-HSA-5620914;R-HSA-5624125;R-HSA-5624956;R-HSA-5624127;R-HSA-5638012;R-HSA-5624126;R-HSA-5624953;R-HSA-5620921;R-HSA-5624954;R-HSA-5623525;R-HSA-5623524;R-HSA-5623527;R-HSA-5623521
R-HSA-205025,NADE modulates death signalling,2,6,4.96E-04,0.890710117,0.996863647,3,3,3.10E-04,48887,Homo sapiens,NGFR;CASP2,,R-HSA-193650;R-HSA-204981;R-HSA-205117
R-HSA-165181,Inhibition of TSC complex formation by PKB,2,6,4.96E-04,0.890710117,0.996863647,2,2,2.06E-04,48887,Homo sapiens,AKT2;TSC1,,R-HSA-165162;R-HSA-165182
R-HSA-428559,Proton-coupled neutral amino acid transporters,2,6,4.96E-04,0.890710117,0.996863647,2,2,2.06E-04,48887,Homo sapiens,SLC36A1;SLC36A2,,R-HSA-375405;R-HSA-375417
R-HSA-209563,Axonal growth stimulation,2,6,4.96E-04,0.890710117,0.996863647,2,2,2.06E-04,48887,Homo sapiens,NGFR;RHOA,,R-HSA-193668;R-HSA-193646
R-HSA-187024,NGF-independant TRKA activation,2,6,4.96E-04,0.890710117,0.996863647,2,2,2.06E-04,48887,Homo sapiens,NTRK2;ADCYAP1R1,,R-HSA-187678;R-HSA-187661
R-HSA-211163,AKT-mediated inactivation of FOXO1A,2,6,4.96E-04,0.890710117,0.996863647,2,2,2.06E-04,48887,Homo sapiens,AKT2;FOXO1,,R-HSA-211178;R-HSA-211164
R-HSA-3878781,Glycogen storage disease type IV (GBE1),2,6,4.96E-04,0.890710117,0.996863647,1,1,1.03E-04,48887,Homo sapiens,GYG2;GLG1,,R-HSA-3878762
R-HSA-173736,Alternative complement activation,2,6,4.96E-04,0.890710117,0.996863647,7,9,9.29E-04,48887,Homo sapiens,CFP;C2,,R-HSA-183122;R-HSA-173745;R-HSA-183126;R-HSA-174551;R-HSA-173754;R-HSA-183130;R-HSA-173740
R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors,2,6,4.96E-04,0.890710117,0.996863647,3,4,4.13E-04,48887,Homo sapiens,CDKN1A,,R-HSA-8865280;R-HSA-8865244;R-HSA-8865256
R-HSA-75072,mRNA Editing,2,6,4.96E-04,0.890710117,0.996863647,6,9,9.29E-04,48887,Homo sapiens,ADAR;ADARB1,,R-HSA-75090;R-HSA-111237;R-HSA-111238;R-HSA-77613;R-HSA-77615;R-HSA-77614
R-HSA-112307,Transmission across Electrical Synapses ,2,6,4.96E-04,0.890710117,0.996863647,2,4,4.13E-04,48887,Homo sapiens,GJC1;PANX2,,R-HSA-375330;R-HSA-375339
R-HSA-112303,Electric Transmission Across Gap Junctions,2,6,4.96E-04,0.890710117,0.996863647,2,4,4.13E-04,48887,Homo sapiens,GJC1;PANX2,,R-HSA-375330;R-HSA-375339
R-HSA-2559585,Oncogene Induced Senescence,19,39,0.00322314,0.89323687,0.996863647,13,17,0.001753843,48887,Homo sapiens,EIF2C4;EIF2C3;ETS1;TNRC6C;MOV10;CDK6;SP1;CDK4;E2F1;MDM2;E2F2;MAPK1;E2F3;UBA52;EIF2C1;TP53;TNRC6A;TNRC6B;MAPK3,,R-HSA-182594;R-HSA-3209109;R-HSA-3209111;R-HSA-3200023;R-HSA-3209114;R-HSA-3132737;R-HSA-3209151;R-HSA-3209185;R-HSA-3209096;R-HSA-3209160;R-HSA-3209098;R-HSA-3209195;R-HSA-69886
R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,13,28,0.00231405,0.893968836,0.996863647,6,6,6.19E-04,48887,Homo sapiens,ARHGEF11;ARHGEF12;SEMA4D;ROCK2;LIMK1;MLC1;MYL6B;RHOC;RHOA;RHOB;CDC42;RAC2;RAC3;MYH9,,R-HSA-373750;R-HSA-416594;R-HSA-419087;R-HSA-416588;R-HSA-419197;R-HSA-419049
R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,13,28,0.00231405,0.893968836,0.996863647,4,5,5.16E-04,48887,Homo sapiens,GTF3C2;GTF3C4;CRCP;BRF1;POLR3A;POLR3E;POLR2E;POLR3F;POLR3G;POLR1E;POLR3H;POLR2H;BDP1,,R-HSA-76054;R-HSA-76056;R-HSA-83723;R-HSA-76060
R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,20,41,0.00338843,0.897284559,0.996863647,2,2,2.06E-04,48887,Homo sapiens,SEMA5A;SPON2;THSD7B;CFP;THSD4;B3GALTL;ADAMTS16;ADAMTS5;ADAMTS15;ADAMTS2;ADAMTS13;ADAMTSL5;ADAMTS1;ADAMTS19;ADAMTSL2;SSPO;THSD7A;ADAMTS9;ADAMTS6;ADAMTS7,,R-HSA-5173005;R-HSA-5173192
R-HSA-381033,ATF6-alpha activates chaperones,7,17,0.001404959,0.908416335,0.996863647,10,10,0.001031672,48887,Homo sapiens,MBTPS1;YY2;HSPA5;NFYA;NFYB;ATF6;MBTPS2,,R-HSA-1791163;R-HSA-1791082;R-HSA-381158;R-HSA-420818;R-HSA-1791150;R-HSA-381186;R-HSA-381026;R-HSA-1791107;R-HSA-381135;R-HSA-1791121
R-HSA-918233,TRAF3-dependent IRF activation pathway,7,17,0.001404959,0.908416335,0.996863647,9,9,9.29E-04,48887,Homo sapiens,CAP1;CREBBP;MAVS;SIKE1;IRF3;IFNB1;ZC3H7B;TRAF3,,R-HSA-1028815;R-HSA-1028812;R-HSA-918232;R-HSA-1028821;R-HSA-918229;R-HSA-918227;R-HSA-1028817;R-HSA-918225;R-HSA-1028816
R-HSA-181431,Acetylcholine Binding And Downstream Events,7,17,0.001404959,0.908416335,0.996863647,6,6,6.19E-04,48887,Homo sapiens,CHRNA1;CHRNB2;CHRNB4;CHRNA2;CHRNA5;CHRNG;CHRNA4,,R-HSA-629595;R-HSA-629596;R-HSA-629599;R-HSA-622325;R-HSA-629588;R-HSA-622326
R-HSA-629602,Activation of Nicotinic Acetylcholine Receptors,7,17,0.001404959,0.908416335,0.996863647,6,6,6.19E-04,48887,Homo sapiens,CHRNA1;CHRNB2;CHRNB4;CHRNA2;CHRNA5;CHRNG;CHRNA4,,R-HSA-629595;R-HSA-629596;R-HSA-629599;R-HSA-622325;R-HSA-629588;R-HSA-622326
R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,7,17,0.001404959,0.908416335,0.996863647,4,4,4.13E-04,48887,Homo sapiens,CHRNA1;CHRNB2;CHRNB4;CHRNA2;CHRNA5;CHRNG;CHRNA4,,R-HSA-629595;R-HSA-629596;R-HSA-622325;R-HSA-629588
R-HSA-428540,Activation of Rac,7,17,0.001404959,0.908416335,0.996863647,4,4,4.13E-04,48887,Homo sapiens,CDC42;PAK1;GPC1;RAC2;RAC3;PAK6;STK4;SOS2;ROBO1,,R-HSA-428535;R-HSA-428531;R-HSA-428515;R-HSA-428511
R-HSA-209560,NF-kB is activated and signals survival,6,15,0.001239669,0.908797879,0.996863647,4,4,4.13E-04,48887,Homo sapiens,IKBKB;NGFR;IRAK1;TRAF6;REL;UBA52,,R-HSA-209536;R-HSA-193703;R-HSA-193691;R-HSA-193705
R-HSA-418359,Reduction of cytosolic Ca++ levels,6,15,0.001239669,0.908797879,0.996863647,3,3,3.10E-04,48887,Homo sapiens,SLC8A3;PEF1;ATP2B4;ATP2A2;CALM3;ATP2B2;CALM1,,R-HSA-418309;R-HSA-418365;R-HSA-425661
R-HSA-3656237,Defective EXT2 causes exostoses 2,6,15,0.001239669,0.908797879,0.996863647,2,2,2.06E-04,48887,Homo sapiens,SDC4;GPC1;GPC2;AGRN;GPC6;HSPG2,,R-HSA-3656254;R-HSA-3656267
R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",6,15,0.001239669,0.908797879,0.996863647,2,2,2.06E-04,48887,Homo sapiens,SDC4;GPC1;GPC2;AGRN;GPC6;HSPG2,,R-HSA-3656261;R-HSA-3656257
R-HSA-376172,DSCAM interactions,6,15,0.001239669,0.908797879,0.996863647,4,6,6.19E-04,48887,Homo sapiens,CDC42;MAPK11;PAK1;RAC2;RAC3;MAPK14;NTN1;MAPK12,,R-HSA-451366;R-HSA-451347;R-HSA-376126;R-HSA-376123
R-HSA-4839735,"AXIN mutants destabilize the destruction complex, activating WNT signaling",6,15,0.001239669,0.908797879,0.996863647,1,2,2.06E-04,48887,Homo sapiens,APC2;FAM123B;GSK3B;PPP2R1B;PPP2R5B;PPP2R5C,,R-HSA-4839734
R-HSA-4839748,AMER1 mutants destabilize the destruction complex,6,15,0.001239669,0.908797879,0.996863647,1,2,2.06E-04,48887,Homo sapiens,APC2;FAM123B;GSK3B;PPP2R1B;PPP2R5B;PPP2R5C,,R-HSA-4839746
R-HSA-112308,Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels,6,15,0.001239669,0.908797879,0.996863647,1,2,2.06E-04,48887,Homo sapiens,CACNB1;CACNB4;CACNA1B;CACNA2D2;CACNA1E;CACNG4,,R-HSA-210420
R-HSA-450385,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,8,19,0.001570248,0.908932276,0.996863647,6,6,6.19E-04,48887,Homo sapiens,EXOSC6;BRF1;XRN1;DIS3;DCP1A;EXOSC3;EXOSC2;DCP2;ZFP36L1,,R-HSA-450406;R-HSA-450517;R-HSA-482788;R-HSA-450490;R-HSA-450474;R-HSA-450488
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",8,19,0.001570248,0.908932276,0.996863647,4,4,4.13E-04,48887,Homo sapiens,EXOSC6;XRN1;DIS3;DCP1A;EXOSC3;TNPO1;EXOSC2;DCP2,,R-HSA-450400;R-HSA-450431;R-HSA-450463;R-HSA-450394
R-HSA-419408,Lysosphingolipid and LPA receptors,8,19,0.001570248,0.908932276,0.996863647,3,3,3.10E-04,48887,Homo sapiens,LPAR5;S1PR1;LPAR1;LPPR3;LPPR4;S1PR3;LPPR5;S1PR2,,R-HSA-419428;R-HSA-6797630;R-HSA-419389
R-HSA-110056,MAPK3 (ERK1) activation,5,13,0.00107438,0.910522533,0.996863647,4,4,4.13E-04,48887,Homo sapiens,CDK1;IL6R;MAPK3;JAK1,,R-HSA-109857;R-HSA-109860;R-HSA-109863;R-HSA-112342
R-HSA-1236973,Cross-presentation of particulate exogenous antigens (phagosomes),5,13,0.00107438,0.910522533,0.996863647,3,3,3.10E-04,48887,Homo sapiens,NCF1;NCF4;CYBB;CYBA;CD36,,R-HSA-1236967;R-HSA-1236958;R-HSA-1236956
R-HSA-428359,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,5,13,0.00107438,0.910522533,0.996863647,3,3,3.10E-04,48887,Homo sapiens,ZBP1;IMP3;IGF2BP1;IGF2;IGF2BP2,,R-HSA-428293;R-HSA-428287;R-HSA-428296
R-HSA-425381,Bicarbonate transporters,5,13,0.00107438,0.910522533,0.996863647,3,3,3.10E-04,48887,Homo sapiens,SLC4A7;SLC4A8;SLC4A1;SLC4A2;SLC4A5,,R-HSA-425482;R-HSA-425483;R-HSA-425577
R-HSA-3785653,Myoclonic epilepsy of Lafora,5,13,0.00107438,0.910522533,0.996863647,2,2,2.06E-04,48887,Homo sapiens,EPM2A;PPP1R3C;GYG2;UBA52;GLG1,,R-HSA-3797226;R-HSA-3791349
R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,5,13,0.00107438,0.910522533,0.996863647,6,9,9.29E-04,48887,Homo sapiens,FEN1;PARG;PARP1;PARP2;HAP1,,R-HSA-5651782;R-HSA-5651828;R-HSA-5649873;R-HSA-5651723;R-HSA-5649883;R-HSA-5651739
R-HSA-8849932,SALM protein interactions at the synapses,10,23,0.001900826,0.911601067,0.996863647,7,8,8.25E-04,48887,Homo sapiens,PTPRD;RTN3;DLG1;GRIN2A;PTPRS;DLG3;FLOT2;GRIN2C;PTPRF;GRIN1,,R-HSA-8849878;R-HSA-8849908;R-HSA-8849891;R-HSA-8849906;R-HSA-8855648;R-HSA-8849882;R-HSA-8849881
R-HSA-198753,ERK/MAPK targets,11,25,0.002066116,0.913429004,0.996863647,7,7,7.22E-04,48887,Homo sapiens,MEF2A;MAPK11;RPS6KA3;MEF2C;DUSP3;PPP2R1B;MAPK1;MAPK14;DUSP6;DUSP7;MAPK3,,R-HSA-199959;R-HSA-203797;R-HSA-198756;R-HSA-198731;R-HSA-198746;R-HSA-199929;R-HSA-198669
R-HSA-140875,Common Pathway of Fibrin Clot Formation,11,25,0.002066116,0.913429004,0.996863647,19,27,0.002785515,48887,Homo sapiens,SERPINA1;SERPIND1;SERPINE2;PROS1;F2R;F13A1;SERPINA4;SERPINA5;THBD;PROCR;PROC;TG;PRTN3;PF4V1,,R-HSA-141026;R-HSA-5606996;R-HSA-5607058;R-HSA-5607004;R-HSA-140840;R-HSA-140847;R-HSA-5607002;R-HSA-140851;R-HSA-141040;R-HSA-5604929;R-HSA-141046;R-HSA-140599;R-HSA-5591040;R-HSA-5602080;R-HSA-5578883;R-HSA-5591052;R-HSA-140696;R-HSA-5591086;R-HSA-5603467
R-HSA-419812,Calcitonin-like ligand receptors,4,11,9.09E-04,0.914312486,0.996863647,4,4,4.13E-04,48887,Homo sapiens,CALCR;ADM2;IAPP;RAMP1,,R-HSA-420214;R-HSA-419843;R-HSA-420127;R-HSA-420265
R-HSA-163680,AMPK inhibits chREBP transcriptional activation activity,4,11,9.09E-04,0.914312486,0.996863647,4,4,4.13E-04,48887,Homo sapiens,PRKAA2;ADIPOQ;PRKAG1;PRKAG2;ADIPOR2,,R-HSA-8848663;R-HSA-163664;R-HSA-164151;R-HSA-163691
R-HSA-446205,Synthesis of GDP-mannose,4,11,9.09E-04,0.914312486,0.996863647,3,3,3.10E-04,48887,Homo sapiens,GMPPB;PMM2;MPI,,R-HSA-446221;R-HSA-532549;R-HSA-446201
R-HSA-390696,Adrenoceptors,4,11,9.09E-04,0.914312486,0.996863647,2,3,3.10E-04,48887,Homo sapiens,ADRA1D;ADRA1B;ADRA1A;ADRA2A,,R-HSA-390663;R-HSA-390641
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,12,27,0.002231405,0.91544859,0.996863647,21,21,0.002166512,48887,Homo sapiens,SMAD2;NCOR2;SKI;PPM1A;SMAD4;SMAD3;NCOR1;PARP1;NEDD4L;UBA52;SKIL;TRIM33,,R-HSA-870477;R-HSA-2187395;R-HSA-870479;R-HSA-2187330;R-HSA-870538;R-HSA-870437;R-HSA-2176491;R-HSA-173481;R-HSA-2179274;R-HSA-173545;R-HSA-2179276;R-HSA-2186767;R-HSA-2186607;R-HSA-2186741;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-2187325;R-HSA-870449;R-HSA-209055;R-HSA-2187388
R-HSA-6804757,Regulation of TP53 Degradation,20,42,0.003471074,0.916869963,0.996863647,30,30,0.003095017,48887,Homo sapiens,CDS1;USP7;PDPK1;MAPKAP1;PPP2R5C;CCNA2;CCNA1;PPP2R1B;AKT2;CCNG1;MLST8;MDM2;CDK1;RICTOR;MDM4;ATM;UBA52;TP53;PDK1,,R-HSA-6792871;R-HSA-198599;R-HSA-3222072;R-HSA-349455;R-HSA-6792491;R-HSA-3215295;R-HSA-6804724;R-HSA-6791409;R-HSA-6793661;R-HSA-5633460;R-HSA-6804998;R-HSA-5689972;R-HSA-6804741;R-HSA-6804996;R-HSA-6795460;R-HSA-6793666;R-HSA-6804879;R-HSA-6804942;R-HSA-6793685;R-HSA-6795667;R-HSA-6795473;R-HSA-349426;R-HSA-6792863;R-HSA-3700992;R-HSA-6805022;R-HSA-6804955;R-HSA-6795290;R-HSA-3700997;R-HSA-6804441;R-HSA-3215310
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),20,42,0.003471074,0.916869963,0.996863647,40,53,0.005467863,48887,Homo sapiens,SERPINA1;VWF;SERPIND1;SERPINE2;PROS1;F2R;F11;F13A1;TFPI;GP5;KNG1;SERPINA4;SERPINA5;THBD;F7;GP9;PROCR;TF;PROC;TG;PRTN3;KLKB1;PF4V1,,R-HSA-5606996;R-HSA-140736;R-HSA-158145;R-HSA-158340;R-HSA-5607058;R-HSA-158218;R-HSA-5607004;R-HSA-140748;R-HSA-5607002;R-HSA-158354;R-HSA-158419;R-HSA-5604929;R-HSA-5591040;R-HSA-140823;R-HSA-5578883;R-HSA-5591052;R-HSA-140696;R-HSA-140825;R-HSA-140761;R-HSA-5603467;R-HSA-158300;R-HSA-141026;R-HSA-140769;R-HSA-158118;R-HSA-158311;R-HSA-158251;R-HSA-140840;R-HSA-140777;R-HSA-158313;R-HSA-140783;R-HSA-140847;R-HSA-140851;R-HSA-141040;R-HSA-141046;R-HSA-140599;R-HSA-5602080;R-HSA-158137;R-HSA-5591086;R-HSA-158399;R-HSA-158333
R-HSA-8854521,Interaction between PHLDA1 and AURKA,1,4,3.31E-04,0.9194142,0.996863647,2,2,2.06E-04,48887,Homo sapiens,PHLDA1,,R-HSA-8853429;R-HSA-8853444
R-HSA-3560796,Defective PAPSS2 causes SEMD-PA,1,4,3.31E-04,0.9194142,0.996863647,2,2,2.06E-04,48887,Homo sapiens,PAPSS2,,R-HSA-3560785;R-HSA-3560794
R-HSA-5619055,Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC24A4,,R-HSA-5626270
R-HSA-3359463,Defective CUBN causes hereditary megaloblastic anemia 1,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,CUBN,,R-HSA-3296462
R-HSA-2206296,MPS II - Hunter syndrome,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,IDS,,R-HSA-2262743
R-HSA-5579012,Defective MAOA causes Brunner syndrome (BRUNS),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,MAOA,,R-HSA-5603108
R-HSA-3359475,Defective MMAA causes methylmalonic aciduria type cblA,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,MMAA,,R-HSA-3322135
R-HSA-5619036,Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC24A5,,R-HSA-5626356
R-HSA-3814836,Glycogen storage disease type XV (GYG1),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,GLG1,,R-HSA-3814838
R-HSA-5619072,Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC35A2,,R-HSA-5652099
